0,50870
0,53954
0,52793
0,6737
0,135126
0,18207
0,21198
0,136889
0,265296
0,397270
0,203063
0,267497
0,60659
0,268256
0,23151
0,263136
0,35505
0,34942
0,18302
0,27838
0,50192
0,24165
0,63387
0,133876
0,4661
0,29102
0,19095
0,51673
0,201574
0,4833
0,40773
0,29184
0,199277
0,12807
0,25341
0,263756
0,209638
0,32335
0,197766
0,328098
0,20265
0,1782
0,49834
0,56144
0,27087
0,328449
0,22368
0,24827
0,63104
0,198834
0,13400
0,137609
0,137552
0,42917
0,205401
0,46229
0,10919
0,49304
0,267782
0,134367
0,32478
0,45407
0,37204
0,134177
0,265251
0,36265
0,47371
0,63401
0,393931
0,2107
0,394171
0,6210
0,28603
0,25634
0,36051
0,4297
0,133327
0,265229
0,264063
0,395446
0,50476
0,54118
0,199276
0,17724
0,49079
0,137142
0,397048
0,131216
0,268475
0,61021
0,394398
0,139396
0,52705
0,203288
0,132321
0,197221
0,16622
0,264715
0,395899
0,263982
0,11917
0,52157
0,207631
0,202264
0,5587
0,48559
0,51259
0,51975
0,11830
0,13363
0,32338
0,39938
0,131214
0,133969
0,47211
0,57324
0,11446
0,55392
0,203734
0,46592
0,61675
0,62536
0,16574
0,45452
0,52460
0,202290
0,49534
0,266914
0,200880
0,14609
0,55334
0,64217
0,44574
0,29329
0,265124
0,50495
0,133544
0,201270
0,262477
0,139944
0,38591
0,15461
0,395819
0,267484
0,266418
0,264013
0,36078
0,42570
0,36500
0,267708
0,39679
0,48072
0,395339
0,397871
0,12324
0,9993
0,133364
0,59137
0,61417
0,10203
0,393805
0,38990
0,13240
0,34059
0,10867
0,17286
0,45570
0,50607
0,56835
0,268516
0,19301
0,206210
0,263934
0,131627
0,26442
0,265698
0,206838
0,204810
0,43163
0,18468
0,22089
0,393483
0,36026
0,49752
0,36788
0,269826
0,11633
0,36767
0,17267
0,40029
0,51283
0,49460
0,26677
0,36111
0,136797
0,53913
0,202503
0,19905
0,2636
0,59990
0,266296
0,44980
0,50994
0,131995
0,17383
0,14052
0,43938
0,26489
0,6315
0,137909
0,21880
0,268391
0,25277
0,39718
0,397219
0,137222
0,48590
0,139339
0,396041
0,29303
0,56389
0,38509
0,25789
0,269543
0,21771
0,47702
0,44916
0,59684
0,33666
0,18500
0,39444
0,393216
0,395825
0,11348
0,13730
0,39468
0,63490
0,136232
0,39434
0,267824
0,18462
0,15317
0,208622
0,42300
0,10192
0,48522
0,10692
0,57162
0,267264
0,136294
0,40657
0,33170
0,44196
0,135757
0,27883
0,262205
0,61303
0,41640
0,23939
0,269245
0,136704
0,208987
0,394741
0,63398
0,44906
0,52987
0,268631
0,47215
0,35913
0,48033
0,47291
0,204804
0,197623
0,266485
0,27169
0,200818
0,46665
0,24346
0,202895
0,210205
0,60218
0,207073
0,28497
0,57908
0,25711
0,137682
0,21609
0,393218
0,53238
0,23068
0,54008
0,262256
0,59625
0,45172
0,48857
0,23475
0,203054
0,203895
0,19368
0,394478
0,29782
0,25328
0,11602
0,59806
0,45558
0,48592
0,24164
0,53187
0,267892
0,268396
0,204352
0,209992
0,59895
0,206825
0,61855
0,60638
0,204488
0,31629
0,62987
0,395455
0,39677
0,206630
0,55158
0,38565
0,39554
0,63760
0,209988
0,20675
0,56854
0,22111
0,131255
0,52393
0,268009
0,1468
0,264905
0,62532
0,269776
0,51091
0,199212
0,44579
0,266624
0,393926
0,10879
0,135763
0,131960
0,19646
0,397024
0,263566
0,852
0,40499
0,55393
0,35394
0,23241
0,265307
0,17880
